,text,page_number
769,"Sur le deuxième horizon d’étude de la PPE, le gouvernement envisage un rythme de développement potentiellement plus important, avec une cible haute de 35,6 GW fin 2028, soit un rythme de développement de 2,2 GW par an sur cette période.",34
789,"Néanmoins, l’implantation de parcs éoliens fait parfois l’objet de rejet de la part des collectivités territoriales. Ces questions d’acceptabilité sociale poussent à porter une attention accrue à l’évolution de la filière dans les prochaines années.",35
792,"u une trajectoire basse basée sur le rythme tendanciel moyen observé depuis 2014, permettant d’atteindre 22,1 GW fin 2023 puis 29,1 GW fin 2028 (+1,4 GW/an) ;",35
793,"u une trajectoire médiane basée sur un rythme de développement supérieur au rythme moyen historique mais en deçà de celui nécessaire pour atteindre les objectifs du projet de PPE, permettant d’atteindre 23,6 GW fin 2023 et 33,1 GW fin 2028 (+1,4 GW/an les deux prochaines années puis +1,9 GW/an) ;",35
794,"u une trajectoire haute basée sur l’atteinte des objectifs du projet de PPE, permettant d’atteindre 24,6 GW fin 2023 et 34,8 GW fin 202810 (+1,9 GW/an puis +2,1 GW/an sur la deuxième partie de la PPE).",35
797,"Deux premiers appels d’offres ont permis de lancer la planification de six parcs éoliens en mer posés, pour une puissance de 3 GW :",35
798,"u dans le cadre du premier appel d’offres (AO 1), les projets de Saint-Nazaire, Fécamp, Courseullessur-Mer ont été attribués au consortium Éolien Maritime France (EMF) ; le projet de Saint-Brieuc a été attribué au consortium Ailes marines ;",35
799,"u dans le cadre du deuxième appel d’offres (AO 2), les projets de Dieppe et Yeu Noirmoutier ont été attribués au consortium LEM, mené par ENGIE.",35
800,"Au-delà de ces six projets, un troisième appel d’offres (AO 3) a été lancé en décembre 2016 en vue de l’implantation d’un parc éolien en mer sur la zone de Dunkerque. La construction du parc, pour une puissance proche de 600 MW, a été attribuée en juin 2019 au groupement composé d’EDF Renouvelables, Innogy et Enbridge.",35
830,"Dans le même temps, l’ADEME a lancé en 2016 un appel à projets portant sur le développement de fermes éoliennes expérimentales basées sur la technologie de l’éolien flottant. Quatre projets pilotes ont été retenus : un en Bretagne et trois en Méditerranée. Ces projets, en phase d’expérimentation, doivent permettre de démontrer la viabilité technique et économique de cette filière.",36
832,"Les mises en service prévisionnelles des projets des deux premiers appels d’offres ont été retardées en raison des recours systématiques contre les autorisations des parcs (tous les parcs de l’AO 1 ont fait l’objet de recours) et de certaines difficultés liées à la structure même des appels d’offres (études techniques et environnementales réalisées après l’attribution des appels d’offres, technologies fixées par l’appel d’offres, etc.).",36
833,"Fin juin 2018, après plusieurs mois de négociation, le gouvernement et les opérateurs sont parvenus à un accord sur les tarifs d’achat pour les six parcs éoliens en mer lauréats des deux premiers appels d’offres.",36
834,Le gouvernement a confirmé que les six parcs éoliens en mer seraient réalisés sur le périmètre initialement prévus et mis en service d’ici 2024.,36
835,"Le développement de la filière semble désormais amorcé. Le 7 juin 2019, après des années de procédures, le Conseil d’État a rejeté le dernier recours contre le parc éolien de Saint-Nazaire.",36
836,Le projet de PPE fixe des objectifs de développement à l’horizon 2023 en léger repli par rapport à la précédente PPE,36
837,"Le Gouvernement définit dans le projet de PPE de 2018 un objectif de développement de 2,4 GW d’éolien en mer d’ici fin 2023 (contre 3 GW dans la précédente PPE), et de l’ordre de 5 GW de capacités installées à horizon 2028.",36
840,"Des appels d’offres spécifiques à l’éolien flottant sont également prévus pour des projets de parcs en Bretagne Sud, Provence-Alpes-Côte d’Azur et Occitanie. Chacun des parcs prévus portera sur une capacité initiale d’environ 250 MW, qui pourra ensuite faire l’objet d’extensions afin de bénéficier d’une mutualisation des infrastructures de raccordement au réseau, comme proposé par RTE dans le schéma de réseau publié en septembre 2019.",36
841,"Dans l’ensemble, l’objectif du Gouvernement est de pouvoir atteindre un rythme de développement de l’éolien en mer d’environ 1 GW par an sur les prochaines années.",36
842,"Les mises en service de ces différents parcs ne devraient cependant pas avoir lieu sur l’horizon de moyen terme, le délai entre l’attribution de l’appel d’offres et la mise en service étant estimée par la filière à environ 6-7 ans au mieux.",36
844,Les calendriers des projets d’éolien en mer posé ont fait l’objet de plusieurs réactualisations. Les dates de mise en service actuellement envisagées sont présentées dans le tableau ci-dessous.,36
855,Le cas de base du Bilan prévisionnel 2019 envisage une mise en service progressive des parcs éoliens en mer à compter de 2022,37
856,"Pour rendre compte des incertitudes entourant les dates de mises en service, plusieurs trajectoires sont envisagées pour le développement de l’éolien en mer posé :",37
858,"u une trajectoire médiane, cohérente avec les plannings des projets de l’AO 1 et considérant des délais supplémentaires dans la réalisation des projets de l’AO 2 (portés par le même consortium), avec une mise en service progressive des parcs éoliens en mer d’ici 2025 ;",37
862,"Par ailleurs, compte tenu du calendrier d’appels d’offres envisagé pour l’éolien flottant, le Bilan prévisionnel ne retient aucune mise en service industrielle pour cette filière sur l’horizon d’étude, au-delà des projets pilotes en cours de développement.",37
863,3.1.4 Le développement actuel de la filière photovoltaïque reste bien en deçà du rythme nécessaire à l’atteinte des objectifs publics annoncés,37
865,"Le développement de la filière photovoltaïque a été marqué par des cycles successifs d’accélération et de ralentissement importants, en France comme dans le reste des pays de l’Union européenne, au gré de l’évolution des dispositifs de soutien. Pour autant, les baisses de coût significatives des dernières années ont facilité l’émergence de nombreux projets, et les perspectives portent généralement sur un développement important de la filière.",37
867,"En France, le rythme de progression constaté ces dernières années est cependant resté inférieur à 1 GW par an. Après une année 2016 où moins de 600 MW ont été raccordés, le rythme de développement de la filière ces deux dernières années est de 850 MW par an. Au 31 décembre 2018, le parc installé atteint 8,4 GW, en deçà de l’objectif de 10 GW fixé dans la PPE de 2016.",37
