,section_title,text,file,processed_text
43,Capacités d'accueil des EnR dans le cadre d'un S3REnR,"Pour plus de détail, [une présentation générale sur le renseignement de Caparéseau est disponible](&E113).",DODER_capacites_d_accueil_du_reseau.md,"Fichier: DODER_capacites_d_accueil_du_reseau.md
Titre: Capacités d'accueil des EnR dans le cadre d'un S3REnR
Pour plus de détail, [une présentation générale sur le renseignement de Caparéseau est disponible](&E113)."
44,Les potentiels de raccordement 400kV,"Les potentiels de raccordement 400kV sont des valeurs affichées sur le site clients de RTE à l'intention des porteurs de projets de production (hors EnR), afin que ceux-ci puissent avoir un éclairage sur les capacités d'accueil du réseau dès le stade des études exploratoires. Il permet de gérer le plus efficacement la phase intermédiaire, avant que les éventuels projets de renforcement ne soient décidés et mis en service.",DODER_capacites_d_accueil_du_reseau.md,"Fichier: DODER_capacites_d_accueil_du_reseau.md
Titre: Les potentiels de raccordement 400kV
Les potentiels de raccordement 400kV sont des valeurs affichées sur le site clients de RTE à l'intention des porteurs de projets de production (hors EnR), afin que ceux-ci puissent avoir un éclairage sur les capacités d'accueil du réseau dès le stade des études exploratoires. Il permet de gérer le plus efficacement la phase intermédiaire, avant que les éventuels projets de renforcement ne soient décidés et mis en service."
45,Les potentiels de raccordement 400kV,Les informations suivantes sont mises en ligne :,DODER_capacites_d_accueil_du_reseau.md,"Fichier: DODER_capacites_d_accueil_du_reseau.md
Titre: Les potentiels de raccordement 400kV
Les informations suivantes sont mises en ligne :"
46,Les potentiels de raccordement 400kV,"* Potentiel de Raccordement du réseau public de transport par zone d'accueil avec prise en compte de l’ensemble des projets en file d’attente (mise à jour annuelle)
* Volume des projets en file d’attente par poste électrique (mise à jour annuelle)
* Capacité théorique d’accueil en production de la transformation HTB/HTA par zone d'accueil (mise à jour annuelle)",DODER_capacites_d_accueil_du_reseau.md,"Fichier: DODER_capacites_d_accueil_du_reseau.md
Titre: Les potentiels de raccordement 400kV
* Potentiel de Raccordement du réseau public de transport par zone d'accueil avec prise en compte de l’ensemble des projets en file d’attente (mise à jour annuelle)
* Volume des projets en file d’attente par poste électrique (mise à jour annuelle)
* Capacité théorique d’accueil en production de la transformation HTB/HTA par zone d'accueil (mise à jour annuelle)"
47,Les potentiels de raccordement 400kV,La notion de _Potentiel de Raccordement_ exprime le volume additionnel de production qui est raccordable au reseau 400 kV avec un risque modéré de limitation (volume additionnel par rapport à la production existante et à la production en file d’attente).,DODER_capacites_d_accueil_du_reseau.md,"Fichier: DODER_capacites_d_accueil_du_reseau.md
Titre: Les potentiels de raccordement 400kV
La notion de _Potentiel de Raccordement_ exprime le volume additionnel de production qui est raccordable au reseau 400 kV avec un risque modéré de limitation (volume additionnel par rapport à la production existante et à la production en file d’attente)."
48,Les potentiels de raccordement 400kV,"Raccorder des installations de puissance superieure au potentiel de raccordement conduirait à dépasser la capacité de transit de certains ouvrages du reseau 400 kV à réseau complet ou en régime dégradé. Dans ce cas, ces demandes de raccordement ne pourront pas être acceptées sans un developpement préalable du réseau amont.",DODER_capacites_d_accueil_du_reseau.md,"Fichier: DODER_capacites_d_accueil_du_reseau.md
Titre: Les potentiels de raccordement 400kV
Raccorder des installations de puissance superieure au potentiel de raccordement conduirait à dépasser la capacité de transit de certains ouvrages du reseau 400 kV à réseau complet ou en régime dégradé. Dans ce cas, ces demandes de raccordement ne pourront pas être acceptées sans un developpement préalable du réseau amont."
49,Les potentiels de raccordement 400kV,[Lien vers la méthodologie de calcul des PR 400 kV](&D39),DODER_capacites_d_accueil_du_reseau.md,"Fichier: DODER_capacites_d_accueil_du_reseau.md
Titre: Les potentiels de raccordement 400kV
[Lien vers la méthodologie de calcul des PR 400 kV](&D39)"
50,Les potentiels de raccordement 400kV,"Elle précise notamment l'horizon d'étude, la topologie, les points de débouclage, les hypothèses de production et de consommation, ainsi que les points horaires.",DODER_capacites_d_accueil_du_reseau.md,"Fichier: DODER_capacites_d_accueil_du_reseau.md
Titre: Les potentiels de raccordement 400kV
Elle précise notamment l'horizon d'étude, la topologie, les points de débouclage, les hypothèses de production et de consommation, ainsi que les points horaires."
51,Préambules,Cet article décrit les principales représentations graphiques permettant de représenter du réseau électrique dans le cadre d'études. Ces schémas permettent de comprendre le fonctionnement du réseau et d'illustrer les problématiques rencontrées (dépassement de seuils...) auxquelles il faut trouver des solutions.,DODER_cartes_et_schemas.md,"Fichier: DODER_cartes_et_schemas.md
Titre: Préambules
Cet article décrit les principales représentations graphiques permettant de représenter du réseau électrique dans le cadre d'études. Ces schémas permettent de comprendre le fonctionnement du réseau et d'illustrer les problématiques rencontrées (dépassement de seuils...) auxquelles il faut trouver des solutions."
52,Préambules,La manipulation de cartes est également nécessaire pour connaître le contexte de la zone d'étude ([clients](&A17) et [territoires](&A22)) et proposer des stratégies en adéquation avec l'environnement traversé.,DODER_cartes_et_schemas.md,"Fichier: DODER_cartes_et_schemas.md
Titre: Préambules
La manipulation de cartes est également nécessaire pour connaître le contexte de la zone d'étude ([clients](&A17) et [territoires](&A22)) et proposer des stratégies en adéquation avec l'environnement traversé."
53,Images de postes,"Les images de postes fournissent des informations sur la [structure du poste électrique](&A85) :
* nombre de jeux de barres
* nombre de cellules lignes
* nombre de cellules de raccordement de transformateur
* organes topologiques :
	* couplage, tronçonnement et sectionnement
	* omnibus
* présence de matériels particuliers :
	* matériels shunt et série, transformateurs déphaseurs, FACTS...
* présence de cellules de réserves",DODER_cartes_et_schemas.md,"Fichier: DODER_cartes_et_schemas.md
Titre: Images de postes
Les images de postes fournissent des informations sur la [structure du poste électrique](&A85) :
* nombre de jeux de barres
* nombre de cellules lignes
* nombre de cellules de raccordement de transformateur
* organes topologiques :
	* couplage, tronçonnement et sectionnement
	* omnibus
* présence de matériels particuliers :
	* matériels shunt et série, transformateurs déphaseurs, FACTS...
* présence de cellules de réserves"
54,Images de postes,"[L'outil Willydoc](&E45) contient de nombreux plans utiles aux chargés d'études concernant les postes électriques :
* Schémas unifilaires :
	* Les unifilaires de postes permettent d'avoir une représentation de la structure des postes. En cas de différences avec les schémas de postes de Convergence, il est nécessaire de reboucler avec un exploitant.
	* Les cellules réserves sont parfois identifées. Il faut contrôler leur existence sur les schémas d'implantation, les vues satellites et confirmer avec un exploitant.
* Schémas d'implantation :
	* Les schémas d'implantation sont des plans (généralement réalisés sous Autocad) détaillant l'ensemble des ouvrages constituant un poste électrique.
	* Difficiles à lire, ces plans permettent néanmoins d'obtenir des informations précieuses sur la faisabilité d'une solution : place dans le poste, possibilité d'extension, circulation de liaisons intra-poste...",DODER_cartes_et_schemas.md,"Fichier: DODER_cartes_et_schemas.md
Titre: Images de postes
[L'outil Willydoc](&E45) contient de nombreux plans utiles aux chargés d'études concernant les postes électriques :
* Schémas unifilaires :
	* Les unifilaires de postes permettent d'avoir une représentation de la structure des postes. En cas de différences avec les schémas de postes de Convergence, il est nécessaire de reboucler avec un exploitant.
	* Les cellules réserves sont parfois identifées. Il faut contrôler leur existence sur les schémas d'implantation, les vues satellites et confirmer avec un exploitant.
* Schémas d'implantation :
	* Les schémas d'implantation sont des plans (généralement réalisés sous Autocad) détaillant l'ensemble des ouvrages constituant un poste électrique.
	* Difficiles à lire, ces plans permettent néanmoins d'obtenir des informations précieuses sur la faisabilité d'une solution : place dans le poste, possibilité d'extension, circulation de liaisons intra-poste..."
55,Images de postes,"La plateforme CONVERGENCE contient un module de visualisation des postes électriques. L'ordre des cellules le long du jeu de barres n'est pas forcément respecté, mais en toute rigueur, les cellules sont connectées aux bons sommets. En effet, cette représentation, couplée aux images de zones (décrites dans le paragraphe suivant), permet d'identifier les schémas topologiques réalisables et pertinents selon les situations.",DODER_cartes_et_schemas.md,"Fichier: DODER_cartes_et_schemas.md
Titre: Images de postes
La plateforme CONVERGENCE contient un module de visualisation des postes électriques. L'ordre des cellules le long du jeu de barres n'est pas forcément respecté, mais en toute rigueur, les cellules sont connectées aux bons sommets. En effet, cette représentation, couplée aux images de zones (décrites dans le paragraphe suivant), permet d'identifier les schémas topologiques réalisables et pertinents selon les situations."
56,Images de postes,"|Image de poste détaillée			|
|:---------------------------------:|
|![Image de poste détaillée](&F116)	|",DODER_cartes_et_schemas.md,"Fichier: DODER_cartes_et_schemas.md
Titre: Images de postes
|Image de poste détaillée			|
|:---------------------------------:|
|![Image de poste détaillée](&F116)	|"
57,Images de zones,"Les images de zones sont incontournables pour illustrer des phénomènes et problématiques sur le réseau. Par exemple, les grands mouvements d'énergie, les situations de contraintes, les parades et leurs effets...",DODER_cartes_et_schemas.md,"Fichier: DODER_cartes_et_schemas.md
Titre: Images de zones
Les images de zones sont incontournables pour illustrer des phénomènes et problématiques sur le réseau. Par exemple, les grands mouvements d'énergie, les situations de contraintes, les parades et leurs effets..."
58,Images de zones,"Il existent plusieurs types de représentations :
* Schéma nodal :
	* C'est la représentation la plus répandue dans les études de développement pour illustrer de manière synthétique des phénomènes.
	* La structure interne des postes n'est pas détaillée et généralement la puissance de transformation entre deux niveaux de tension n'est pas visible.
	* La plateforme CONVERGENCE contient un module de visualisation sur lequel il est possible d'afficher différentes informations (tensions, courants, puissances) avec différentes couleurs. L'export sous VISIO permet ensuite de manipuler ces schémas.
* Schéma détaillé :
	* C'est une représentation plutôt utilisée pour l'exploitation du réseau : les schémas de postes (notamment les organes topologiques) sont détaillés.
	* Les schémas de quart utilisés en exploitation sont des images de zones détaillées, mais différentes de celle de CONVERGENCE.",DODER_cartes_et_schemas.md,"Fichier: DODER_cartes_et_schemas.md
Titre: Images de zones
Il existent plusieurs types de représentations :
* Schéma nodal :
	* C'est la représentation la plus répandue dans les études de développement pour illustrer de manière synthétique des phénomènes.
	* La structure interne des postes n'est pas détaillée et généralement la puissance de transformation entre deux niveaux de tension n'est pas visible.
	* La plateforme CONVERGENCE contient un module de visualisation sur lequel il est possible d'afficher différentes informations (tensions, courants, puissances) avec différentes couleurs. L'export sous VISIO permet ensuite de manipuler ces schémas.
* Schéma détaillé :
	* C'est une représentation plutôt utilisée pour l'exploitation du réseau : les schémas de postes (notamment les organes topologiques) sont détaillés.
	* Les schémas de quart utilisés en exploitation sont des images de zones détaillées, mais différentes de celle de CONVERGENCE."
